document,ok,pages,chars_total,chars_lost,chars_substituted,paragraphs,runs,legacy_spans,semantic_spans,span_reduction,css_rules,unicode_parity,total_seconds
9798225071486_10_07.pdf,True,40,4828,0,0,58,202,1039,195,844,20,True,103.8454
